User,Tweet ID,Date Created,Number of Likes,Source of Tweet,Tweet
kalla_jengking,1604464158711222272,2022-12-18 13:10:39+00:00,0,Twitter for Android,"Garuda Indonesia Group melalui layanan penerbangan full service Garuda Indonesia dan low cost carrier (LCC) Citilink, mempersiapkan sedikitnya 1,3 juta kursi penerbangan pada periode peak season Natal 2022 dan Tahun Baru 2023 (Nataru).

@jokowi Gaspool Infrastruktur https://t.co/nZ5kHe04nX"
Ireng_Maulana45,1604460064638521346,2022-12-18 12:54:23+00:00,1,Twitter for Android,"Garuda Indonesia Group melalui layanan penerbangan full service Garuda Indonesia dan low cost carrier (LCC) Citilink, mempersiapkan sedikitnya 1,3 juta kursi penerbangan pada periode peak season Natal 2022 dan Tahun Baru 2023 (Nataru).

@jokowi Gaspool Infrastruktur https://t.co/TXZhGZrLU6"
rthdyairt,1604428574442024960,2022-12-18 10:49:15+00:00,0,Twitter for iPhone,"Oh ya utk tiket pesawat, CGK-DMK pake Malindo Air (579K) dan KL-CGK pake Citilink (462K) jadi total kurleb 1jt-an https://t.co/nBUglaL1u5"
erna_st,1604393235941511171,2022-12-18 08:28:50+00:00,1,Twitter for Android,"Dulu saking seringnya delayed, penumpang kasi kepanjangan utk slh satu maskapai domestik, Late Is Our Nature"". Untuk @Citilink kira-kira apa ya? Kebiasaan delayednya keterusan kayaknya🤪"
erna_st,1604389563643752448,2022-12-18 08:14:14+00:00,8,Twitter for Android,"Dear @Citilink apakah tidak ada niat untuk berikan kompensasi untuk penumpang QG978, delayed 1 jam? https://t.co/wpkLrwM43f"
vaniavrp,1604365032552177665,2022-12-18 06:36:46+00:00,0,Twitter for Android,"@Citilink @citilinkcare min, tiket bisa refund/reschedule ga?"
harafame,1604364889404776448,2022-12-18 06:36:11+00:00,0,Twitter for Android,Dah 2x naik citilink di resched sejam terus
lactacee,1604359954990739456,2022-12-18 06:16:35+00:00,0,Twitter for iPhone,"Yaallah murah amet tiket ke Bali Cuma 350rb, naik citilink lagi :) https://t.co/0hGAPM1CzM"
ngcmbek,1604333126406504448,2022-12-18 04:29:59+00:00,0,Twitter for iPhone,@vpetuaIang ke swiss naik citilink simpenan bapak gua
No1partyantheem,1604333097318641665,2022-12-18 04:29:52+00:00,0,Twitter for iPhone,"Citilink AA Garuda diskon 20% 
Maskapai inter all rute diskon 20+5%
Paket bundling Tiket pesawat + hotel diskon 25%
Paket perjalanan ke bali murah inc. Tiket pesawat + hotel/villa + antar jemput badara + sewa motor/mobil + dinner seafood di jimbaran
Paket honeymoon ke bali 🥰"
amesoraya,1604309745439215616,2022-12-18 02:57:04+00:00,0,Twitter for iPhone,Citilink ama garuda beda 200rebu doang
HernawanYoga_P,1604302250263736320,2022-12-18 02:27:17+00:00,1,Twitter for Android,"Di laut banyak batu karang, di darat ada tukang beling. Kita telah tiba di Semarang, tepuk tangan untuk Citilink"
terpantauid,1604298950399311872,2022-12-18 02:14:10+00:00,0,Twitter Web App,"Dunia Penerbangan Membaik, Angkasa Pura I Catatkan 51 Reaktivasi dan Pembukaan Rute Baru pada Oktober-November https://t.co/MZsX9Oseai #AngkasaPura1 #Citilink #liburNataru #Bandara"
GentongAjaibb,1604284502573953024,2022-12-18 01:16:46+00:00,0,Twitter for Android,"gila harga kursi super air jet lebih gede dari citilink... 
wahh makin mahal 🥲"
raja_trip,1604284259413655552,2022-12-18 01:15:48+00:00,0,twittbot.net,"Sedia Tiket Promo Pesawat 24jam !! "" Lion Air, Citilink, Mandala, Tiger airways, Air Asia, Sriwijaya, Merpati Airlines"" Tunggu Apa lagi !!!"
terpantauid,1604273994810564608,2022-12-18 00:35:00+00:00,0,Twitter Web App,"1,3 Juta Kursi Pesawat Disiapkan Garuda Indonesia dan Citilink Saat Natal dan Tahun Baru 2023 https://t.co/FUeeMXx4Tj #GarudaIndonesia #Nataru #Citilink #kursi #NataldanTahunBaru2023"
icecoldminty,1604273615280648193,2022-12-18 00:33:30+00:00,0,Twitter for iPhone,ya ada harga ada kualitas sih. kalo di rate menurut gw garuda &gt; citilink &gt; batik &gt; airasia &gt; lion selebihnya blm pernah nyoba https://t.co/1y5NCtZj6R
SFerdiansyah,1604272730979074048,2022-12-18 00:29:59+00:00,0,Twitter for iPhone,@wahyusn02 @alvinlie21 @IndonesiaGaruda Citilink kan ada terus :)
pitacchu,1604269440849260545,2022-12-18 00:16:55+00:00,0,Twitter for Android,"@Citilink halo, saya penerbanga malang hari ini dr halim. Tiket saya group, dan ada 2 nama yg penulisannya salah 1 huruf. Bagaimana ya? Sudah email dr kemarin ga ada tanggapan"
